adopter_id,pet_id,home_type,has_yard,has_children,children_age_group,has_other_pets,other_pets_type,dog_experience,available_time,activity_level,preferred_size,preferred_age,pet_age,pet_energy_level,pet_temperament,pet_sociability,children_compatibility,dogs_compatibility,cats_compatibility,exercise_need,apartment_adaptability,compatibility
40,57,Apartment,True,True,6-12,False,N/A,Experienced,High,Low,Large,Filhote,7.1,High,Playful,High,True,True,False,High,High,1
40,292,Apartment,True,True,6-12,False,N/A,Experienced,High,Low,Large,Filhote,3.8,High,Territorial,Medium,True,False,True,Low,Low,0
40,252,Apartment,True,True,6-12,False,N/A,Experienced,High,Low,Large,Filhote,11.0,Low,Calm,Medium,True,True,True,Low,High,1
40,284,Apartment,True,True,6-12,False,N/A,Experienced,High,Low,Large,Filhote,4.4,Low,Calm,High,False,False,True,Low,Low,0
41,277,Apartment,True,False,N/A,False,N/A,Experienced,Low,Medium,Large,Adulto,1.2,High,Independent,High,True,True,False,Low,High,1
41,293,Apartment,True,False,N/A,False,N/A,Experienced,Low,Medium,Large,Adulto,3.5,High,Affectionate,High,True,True,True,Medium,High,0
41,241,Apartment,True,False,N/A,False,N/A,Experienced,Low,Medium,Large,Adulto,0.8,Medium,Independent,High,True,True,False,Low,Medium,1
41,244,Apartment,True,False,N/A,False,N/A,Experienced,Low,Medium,Large,Adulto,12.9,Medium,Independent,Low,True,False,True,Medium,High,1
41,288,Apartment,True,False,N/A,False,N/A,Experienced,Low,Medium,Large,Adulto,2.1,Medium,Territorial,Medium,True,True,True,Low,Medium,1
42,81,Apartment,False,False,N/A,False,N/A,Intermediate,Medium,Low,Medium,Filhote,6.1,High,Independent,Low,False,True,False,High,Low,0
42,260,Apartment,False,False,N/A,False,N/A,Intermediate,Medium,Low,Medium,Filhote,6.5,Medium,Calm,High,True,True,True,Medium,Low,0
42,29,Apartment,False,False,N/A,False,N/A,Intermediate,Medium,Low,Medium,Filhote,4.7,Medium,Playful,Low,True,True,True,Medium,Medium,1
42,201,Apartment,False,False,N/A,False,N/A,Intermediate,Medium,Low,Medium,Filhote,11.9,High,Calm,Medium,True,True,False,Medium,Low,0
42,135,Apartment,False,False,N/A,False,N/A,Intermediate,Medium,Low,Medium,Filhote,3.5,Medium,Independent,Low,True,False,True,Medium,High,1
43,254,House,False,False,N/A,False,N/A,Intermediate,High,High,Small,Filhote,11.3,Medium,Affectionate,High,True,True,True,Low,Medium,1
43,194,House,False,False,N/A,False,N/A,Intermediate,High,High,Small,Filhote,10.3,Medium,Affectionate,Low,False,True,True,Medium,Low,1
43,181,House,False,False,N/A,False,N/A,Intermediate,High,High,Small,Filhote,13.5,Medium,Independent,Medium,True,False,False,Medium,High,1
43,146,House,False,False,N/A,False,N/A,Intermediate,High,High,Small,Filhote,6.2,High,Independent,High,False,True,True,High,Medium,1
43,165,House,False,False,N/A,False,N/A,Intermediate,High,High,Small,Filhote,7.5,Medium,Independent,Low,False,False,False,Medium,High,1
44,32,House,True,False,N/A,True,cat,Intermediate,High,Low,Medium,Filhote,10.6,Medium,Affectionate,Low,False,True,False,Medium,Low,0
44,15,House,True,False,N/A,True,cat,Intermediate,High,Low,Medium,Filhote,1.2,High,Territorial,Low,True,True,True,High,High,1
44,24,House,True,False,N/A,True,cat,Intermediate,High,Low,Medium,Filhote,7.2,Medium,Affectionate,High,True,True,True,Medium,Medium,1
44,66,House,True,False,N/A,True,cat,Intermediate,High,Low,Medium,Filhote,1.1,Medium,Calm,Medium,False,True,False,Low,High,0
44,188,House,True,False,N/A,True,cat,Intermediate,High,Low,Medium,Filhote,11.1,Low,Calm,High,True,True,False,Medium,Low,1
45,179,Apartment,False,True,13-17,False,N/A,Intermediate,Medium,Medium,Large,Idoso,8.4,Low,Independent,High,True,True,True,Low,Medium,1
45,299,Apartment,False,True,13-17,False,N/A,Intermediate,Medium,Medium,Large,Idoso,6.8,Medium,Calm,Medium,False,True,True,Medium,Low,0
45,14,Apartment,False,True,13-17,False,N/A,Intermediate,Medium,Medium,Large,Idoso,2.4,High,Territorial,High,True,False,True,Medium,High,1
45,175,Apartment,False,True,13-17,False,N/A,Intermediate,Medium,Medium,Large,Idoso,14.0,Low,Calm,Medium,True,False,True,Low,Medium,1
45,195,Apartment,False,True,13-17,False,N/A,Intermediate,Medium,Medium,Large,Idoso,2.7,Low,Calm,Medium,True,True,True,Low,High,1
46,50,Apartment,False,True,13-17,True,dog,Beginner,High,Low,Medium,Idoso,5.6,High,Independent,Medium,True,False,True,Low,High,0
46,220,Apartment,False,True,13-17,True,dog,Beginner,High,Low,Medium,Idoso,9.3,Medium,Calm,High,False,True,True,Medium,High,0
46,177,Apartment,False,True,13-17,True,dog,Beginner,High,Low,Medium,Idoso,8.9,Low,Independent,Medium,True,True,False,Low,Low,0
46,183,Apartment,False,True,13-17,True,dog,Beginner,High,Low,Medium,Idoso,4.8,Low,Independent,Low,True,False,False,Low,Low,0
46,211,Apartment,False,True,13-17,True,dog,Beginner,High,Low,Medium,Idoso,1.0,Medium,Independent,High,True,False,True,Medium,Low,0
47,180,House,True,True,13-17,False,N/A,Intermediate,Medium,High,Large,Adulto,8.5,Low,Independent,High,True,True,False,Low,High,1
47,29,House,True,True,13-17,False,N/A,Intermediate,Medium,High,Large,Adulto,4.7,Medium,Playful,Low,True,True,True,Medium,Medium,1
47,126,House,True,True,13-17,False,N/A,Intermediate,Medium,High,Large,Adulto,12.2,Low,Playful,Low,False,True,False,Low,Low,0
47,127,House,True,True,13-17,False,N/A,Intermediate,Medium,High,Large,Adulto,6.7,Medium,Independent,High,False,True,False,Medium,Medium,0
47,121,House,True,True,13-17,False,N/A,Intermediate,Medium,High,Large,Adulto,11.7,Low,Territorial,Medium,True,False,True,Low,Low,1
48,160,House,False,False,N/A,False,N/A,Experienced,Low,High,Large,Adulto,4.6,Medium,Calm,Low,True,False,False,Medium,Medium,0
48,44,House,False,False,N/A,False,N/A,Experienced,Low,High,Large,Adulto,7.8,Low,Playful,Low,True,False,False,Low,Medium,1
48,34,House,False,False,N/A,False,N/A,Experienced,Low,High,Large,Adulto,13.0,Low,Playful,Low,True,False,True,Low,High,1
48,157,House,False,False,N/A,False,N/A,Experienced,Low,High,Large,Adulto,5.4,Medium,Independent,High,False,True,False,Low,Low,1
48,59,House,False,False,N/A,False,N/A,Experienced,Low,High,Large,Adulto,11.3,Medium,Playful,High,False,False,False,Medium,High,0
49,173,Apartment,True,False,N/A,False,N/A,Experienced,Low,Low,Large,Idoso,11.6,Medium,Independent,Low,True,True,True,Medium,Low,0
49,87,Apartment,True,False,N/A,False,N/A,Experienced,Low,Low,Large,Idoso,1.0,Low,Calm,Medium,True,True,True,Low,Low,1
49,11,Apartment,True,False,N/A,False,N/A,Experienced,Low,Low,Large,Idoso,7.0,High,Playful,Medium,False,True,True,High,High,0
49,276,Apartment,True,False,N/A,False,N/A,Experienced,Low,Low,Large,Idoso,0.6,High,Independent,Low,True,True,True,Low,High,1
49,167,Apartment,True,False,N/A,False,N/A,Experienced,Low,Low,Large,Idoso,6.8,Low,Calm,High,False,False,False,Low,Low,1
50,20,House,False,False,N/A,False,N/A,Beginner,Medium,High,Large,Adulto,12.4,High,Playful,Low,False,True,False,High,Low,1
50,236,House,False,False,N/A,False,N/A,Beginner,Medium,High,Large,Adulto,1.3,High,Affectionate,Medium,True,True,False,High,Low,1
50,217,House,False,False,N/A,False,N/A,Beginner,Medium,High,Large,Adulto,1.7,High,Calm,High,False,False,False,Low,Low,1
50,291,House,False,False,N/A,False,N/A,Beginner,Medium,High,Large,Adulto,5.0,Low,Affectionate,Low,True,False,True,Low,Low,1
50,264,House,False,False,N/A,False,N/A,Beginner,Medium,High,Large,Adulto,3.4,Medium,Territorial,High,True,False,False,Medium,Low,0
51,216,House,True,False,N/A,False,N/A,Experienced,Low,High,Small,Adulto,4.8,Medium,Territorial,High,True,False,True,Low,Medium,1
51,137,House,True,False,N/A,False,N/A,Experienced,Low,High,Small,Adulto,1.5,Low,Calm,Low,True,True,False,Low,Low,1
51,11,House,True,False,N/A,False,N/A,Experienced,Low,High,Small,Adulto,7.0,High,Playful,Medium,False,True,True,High,High,1
51,241,House,True,False,N/A,False,N/A,Experienced,Low,High,Small,Adulto,0.8,Medium,Independent,High,True,True,False,Low,Medium,1
51,12,House,True,False,N/A,False,N/A,Experienced,Low,High,Small,Adulto,4.9,High,Playful,High,True,True,True,High,High,1
52,163,House,False,True,0-5,False,N/A,Intermediate,High,Low,Small,Filhote,7.7,High,Independent,Low,True,True,False,High,High,1
52,194,House,False,True,0-5,False,N/A,Intermediate,High,Low,Small,Filhote,10.3,Medium,Affectionate,Low,False,True,True,Medium,Low,0
52,293,House,False,True,0-5,False,N/A,Intermediate,High,Low,Small,Filhote,3.5,High,Affectionate,High,True,True,True,Medium,High,1
52,200,House,False,True,0-5,False,N/A,Intermediate,High,Low,Small,Filhote,10.2,High,Affectionate,Medium,True,True,False,Low,High,1
52,166,House,False,True,0-5,False,N/A,Intermediate,High,Low,Small,Filhote,7.1,High,Affectionate,High,True,True,False,Low,Low,1
53,294,House,False,True,0-5,True,dog,Beginner,High,Medium,Medium,Idoso,10.5,Medium,Independent,High,True,False,False,Medium,Low,0
53,51,House,False,True,0-5,True,dog,Beginner,High,Medium,Medium,Idoso,6.9,High,Independent,Low,False,True,True,High,Medium,0
53,251,House,False,True,0-5,True,dog,Beginner,High,Medium,Medium,Idoso,3.3,Medium,Affectionate,High,False,True,False,Medium,Low,1
53,52,House,False,True,0-5,True,dog,Beginner,High,Medium,Medium,Idoso,2.0,Low,Affectionate,Low,True,True,False,Low,Medium,1
53,106,House,False,True,0-5,True,dog,Beginner,High,Medium,Medium,Idoso,10.0,High,Independent,Medium,False,False,False,Medium,Medium,0
54,173,Apartment,False,False,N/A,False,N/A,Intermediate,High,Medium,Medium,Adulto,11.6,Medium,Independent,Low,True,True,True,Medium,Low,1
54,255,Apartment,False,False,N/A,False,N/A,Intermediate,High,Medium,Medium,Adulto,9.0,Low,Affectionate,Medium,True,True,False,Medium,Low,0
54,258,Apartment,False,False,N/A,False,N/A,Intermediate,High,Medium,Medium,Adulto,10.6,Medium,Affectionate,High,True,True,False,Low,Medium,1
54,174,Apartment,False,False,N/A,False,N/A,Intermediate,High,Medium,Medium,Adulto,1.6,High,Calm,Low,False,False,True,Low,High,1
54,86,Apartment,False,False,N/A,False,N/A,Intermediate,High,Medium,Medium,Adulto,4.2,Low,Affectionate,High,True,True,True,Low,Low,0
55,154,Apartment,False,True,13-17,False,N/A,Beginner,High,High,Medium,Adulto,8.9,Low,Calm,Medium,True,True,False,Medium,High,1
55,187,Apartment,False,True,13-17,False,N/A,Beginner,High,High,Medium,Adulto,8.1,Medium,Independent,Low,True,True,False,Medium,Medium,0
55,224,Apartment,False,True,13-17,False,N/A,Beginner,High,High,Medium,Adulto,11.0,High,Affectionate,Low,True,False,False,High,High,1
55,104,Apartment,False,True,13-17,False,N/A,Beginner,High,High,Medium,Adulto,4.3,High,Territorial,High,True,True,True,High,Low,0
55,255,Apartment,False,True,13-17,False,N/A,Beginner,High,High,Medium,Adulto,9.0,Low,Affectionate,Medium,True,True,False,Medium,Low,0
56,39,Apartment,False,False,N/A,False,N/A,Experienced,Medium,High,Medium,Filhote,4.6,Low,Playful,High,True,False,False,Low,Low,0
56,275,Apartment,False,False,N/A,False,N/A,Experienced,Medium,High,Medium,Filhote,3.7,Low,Calm,Low,True,True,True,Low,High,1
56,110,Apartment,False,False,N/A,False,N/A,Experienced,Medium,High,Medium,Filhote,13.4,Medium,Independent,High,True,False,False,Medium,High,1
56,148,Apartment,False,False,N/A,False,N/A,Experienced,Medium,High,Medium,Filhote,5.4,Low,Territorial,Low,True,True,True,Low,Low,0
56,136,Apartment,False,False,N/A,False,N/A,Experienced,Medium,High,Medium,Filhote,11.2,Medium,Independent,Low,True,False,True,Medium,Medium,1
57,25,Apartment,True,False,N/A,False,N/A,Experienced,High,Medium,Medium,Idoso,3.2,Medium,Affectionate,Medium,False,True,False,Medium,High,1
57,153,Apartment,True,False,N/A,False,N/A,Experienced,High,Medium,Medium,Idoso,13.3,High,Affectionate,Low,False,False,True,Medium,High,1
57,294,Apartment,True,False,N/A,False,N/A,Experienced,High,Medium,Medium,Idoso,10.5,Medium,Independent,High,True,False,False,Medium,Low,1
57,206,Apartment,True,False,N/A,False,N/A,Experienced,High,Medium,Medium,Idoso,8.4,High,Independent,Medium,True,True,True,High,Medium,1
57,116,Apartment,True,False,N/A,False,N/A,Experienced,High,Medium,Medium,Idoso,1.9,High,Territorial,High,False,False,False,High,Medium,1
58,48,Apartment,True,True,13-17,False,N/A,Experienced,High,High,Small,Idoso,5.3,High,Playful,Medium,True,False,True,High,Low,1
58,297,Apartment,True,True,13-17,False,N/A,Experienced,High,High,Small,Idoso,13.3,High,Playful,High,True,True,False,High,High,1
58,49,Apartment,True,True,13-17,False,N/A,Experienced,High,High,Small,Idoso,7.9,High,Affectionate,Low,True,True,False,Low,Medium,1
58,173,Apartment,True,True,13-17,False,N/A,Experienced,High,High,Small,Idoso,11.6,Medium,Independent,Low,True,True,True,Medium,Low,0
58,140,Apartment,True,True,13-17,False,N/A,Experienced,High,High,Small,Idoso,2.7,Medium,Affectionate,High,False,True,True,Medium,High,0
59,35,House,False,False,N/A,False,N/A,Intermediate,High,Low,Medium,Adulto,9.4,High,Affectionate,Medium,True,False,False,Medium,High,1
59,291,House,False,False,N/A,False,N/A,Intermediate,High,Low,Medium,Adulto,5.0,Low,Affectionate,Low,True,False,True,Low,Low,1
59,272,House,False,False,N/A,False,N/A,Intermediate,High,Low,Medium,Adulto,4.0,Low,Playful,Low,False,True,True,Low,Medium,1
59,244,House,False,False,N/A,False,N/A,Intermediate,High,Low,Medium,Adulto,12.9,Medium,Independent,Low,True,False,True,Medium,High,1
59,219,House,False,False,N/A,False,N/A,Intermediate,High,Low,Medium,Adulto,1.8,Low,Calm,Medium,True,False,True,Medium,High,1
60,108,House,False,False,N/A,False,N/A,Intermediate,Medium,Low,Small,Idoso,10.0,High,Affectionate,High,True,False,True,Low,High,1
60,178,House,False,False,N/A,False,N/A,Intermediate,Medium,Low,Small,Idoso,7.6,Low,Calm,Low,False,True,False,Medium,Medium,1
60,40,House,False,False,N/A,False,N/A,Intermediate,Medium,Low,Small,Idoso,10.0,Low,Calm,High,True,False,False,Low,Medium,1
60,155,House,False,False,N/A,False,N/A,Intermediate,Medium,Low,Small,Idoso,11.9,High,Affectionate,Low,True,True,True,Medium,High,1
60,259,House,False,False,N/A,False,N/A,Intermediate,Medium,Low,Small,Idoso,5.5,Low,Territorial,Medium,True,True,True,Low,Medium,1
61,154,House,True,False,N/A,False,N/A,Intermediate,High,Low,Large,Filhote,8.9,Low,Calm,Medium,True,True,False,Medium,High,1
61,222,House,True,False,N/A,False,N/A,Intermediate,High,Low,Large,Filhote,10.1,High,Playful,High,False,False,False,Medium,High,1
61,277,House,True,False,N/A,False,N/A,Intermediate,High,Low,Large,Filhote,1.2,High,Independent,High,True,True,False,Low,High,1
61,161,House,True,False,N/A,False,N/A,Intermediate,High,Low,Large,Filhote,4.3,Medium,Affectionate,Low,True,False,True,Medium,Medium,1
61,103,House,True,False,N/A,False,N/A,Intermediate,High,Low,Large,Filhote,4.2,Low,Territorial,Low,False,True,False,Low,High,1
62,213,Apartment,True,False,N/A,True,dog,Beginner,High,Low,Medium,Adulto,1.1,High,Territorial,Medium,False,False,True,High,High,0
62,206,Apartment,True,False,N/A,True,dog,Beginner,High,Low,Medium,Adulto,8.4,High,Independent,Medium,True,True,True,High,Medium,0
62,129,Apartment,True,False,N/A,True,dog,Beginner,High,Low,Medium,Adulto,2.6,Low,Territorial,High,False,True,False,Medium,Low,0
62,264,Apartment,True,False,N/A,True,dog,Beginner,High,Low,Medium,Adulto,3.4,Medium,Territorial,High,True,False,False,Medium,Low,0
62,233,Apartment,True,False,N/A,True,dog,Beginner,High,Low,Medium,Adulto,6.8,High,Affectionate,High,True,False,True,Low,Low,0
63,281,House,True,True,0-5,True,dog,Experienced,High,Low,Large,Adulto,13.5,Low,Territorial,Medium,True,True,True,Low,Low,1
63,93,House,True,True,0-5,True,dog,Experienced,High,Low,Large,Adulto,13.4,High,Playful,Low,True,False,True,Low,Medium,0
63,10,House,True,True,0-5,True,dog,Experienced,High,Low,Large,Adulto,2.0,High,Calm,High,True,True,True,Medium,Medium,1
63,265,House,True,True,0-5,True,dog,Experienced,High,Low,Large,Adulto,3.5,High,Playful,Medium,True,True,False,High,Low,1
63,96,House,True,True,0-5,True,dog,Experienced,High,Low,Large,Adulto,11.2,Low,Playful,Low,True,True,True,Low,Low,1
64,296,Apartment,False,True,13-17,True,dog,Intermediate,Low,Low,Large,Filhote,3.1,High,Independent,High,False,True,True,Low,Low,0
64,256,Apartment,False,True,13-17,True,dog,Intermediate,Low,Low,Large,Filhote,5.1,Medium,Playful,Medium,False,True,True,Medium,Medium,0
64,110,Apartment,False,True,13-17,True,dog,Intermediate,Low,Low,Large,Filhote,13.4,Medium,Independent,High,True,False,False,Medium,High,0
64,240,Apartment,False,True,13-17,True,dog,Intermediate,Low,Low,Large,Filhote,2.8,Low,Independent,Low,True,True,True,Low,Medium,1
64,138,Apartment,False,True,13-17,True,dog,Intermediate,Low,Low,Large,Filhote,2.6,High,Independent,Medium,True,True,True,High,Low,0
65,273,House,False,False,N/A,False,N/A,Beginner,High,Medium,Large,Idoso,10.4,Medium,Affectionate,High,False,False,True,Medium,Medium,1
65,223,House,False,False,N/A,False,N/A,Beginner,High,Medium,Large,Idoso,6.9,High,Affectionate,Low,True,True,True,High,Medium,1
65,290,House,False,False,N/A,False,N/A,Beginner,High,Medium,Large,Idoso,13.8,Low,Affectionate,Low,False,True,False,Low,Low,1
65,31,House,False,False,N/A,False,N/A,Beginner,High,Medium,Large,Idoso,13.7,Low,Territorial,High,False,True,True,Low,Medium,0
65,268,House,False,False,N/A,False,N/A,Beginner,High,Medium,Large,Idoso,0.4,Low,Independent,Medium,True,False,True,Medium,High,0
66,103,House,True,True,6-12,False,N/A,Beginner,Low,Low,Medium,Adulto,4.2,Low,Territorial,Low,False,True,False,Low,High,0
66,187,House,True,True,6-12,False,N/A,Beginner,Low,Low,Medium,Adulto,8.1,Medium,Independent,Low,True,True,False,Medium,Medium,0
66,237,House,True,True,6-12,False,N/A,Beginner,Low,Low,Medium,Adulto,10.4,High,Playful,High,False,False,True,High,High,0
66,76,House,True,True,6-12,False,N/A,Beginner,Low,Low,Medium,Adulto,3.5,Medium,Playful,High,True,False,True,Low,High,1
66,124,House,True,True,6-12,False,N/A,Beginner,Low,Low,Medium,Adulto,13.2,Low,Affectionate,Low,True,True,True,Medium,Medium,1
67,78,Apartment,True,False,N/A,False,N/A,Experienced,Medium,Medium,Medium,Filhote,6.5,Medium,Territorial,Medium,True,False,True,Low,High,1
67,154,Apartment,True,False,N/A,False,N/A,Experienced,Medium,Medium,Medium,Filhote,8.9,Low,Calm,Medium,True,True,False,Medium,High,1
67,223,Apartment,True,False,N/A,False,N/A,Experienced,Medium,Medium,Medium,Filhote,6.9,High,Affectionate,Low,True,True,True,High,Medium,0
67,211,Apartment,True,False,N/A,False,N/A,Experienced,Medium,Medium,Medium,Filhote,1.0,Medium,Independent,High,True,False,True,Medium,Low,1
67,164,Apartment,True,False,N/A,False,N/A,Experienced,Medium,Medium,Medium,Filhote,10.3,High,Calm,Medium,True,False,True,Medium,Low,0
68,33,House,False,False,N/A,False,N/A,Intermediate,Medium,High,Medium,Idoso,2.4,High,Territorial,Low,True,True,True,High,Low,1
68,105,House,False,False,N/A,False,N/A,Intermediate,Medium,High,Medium,Idoso,0.9,High,Territorial,Medium,True,False,True,Low,Medium,1
68,212,House,False,False,N/A,False,N/A,Intermediate,Medium,High,Medium,Idoso,12.3,Medium,Playful,Low,True,False,True,Medium,Low,1
68,137,House,False,False,N/A,False,N/A,Intermediate,Medium,High,Medium,Idoso,1.5,Low,Calm,Low,True,True,False,Low,Low,1
68,147,House,False,False,N/A,False,N/A,Intermediate,Medium,High,Medium,Idoso,8.7,High,Independent,Medium,True,False,False,Medium,Low,1
69,83,House,False,False,N/A,True,cat,Experienced,High,Medium,Medium,Adulto,10.6,High,Independent,Medium,False,True,False,Medium,High,0
69,132,House,False,False,N/A,True,cat,Experienced,High,Medium,Medium,Adulto,4.4,Low,Affectionate,Medium,True,True,False,Low,Medium,0
69,121,House,False,False,N/A,True,cat,Experienced,High,Medium,Medium,Adulto,11.7,Low,Territorial,Medium,True,False,True,Low,Low,1
69,208,House,False,False,N/A,True,cat,Experienced,High,Medium,Medium,Adulto,9.3,Low,Affectionate,Medium,True,True,True,Low,High,1
69,123,House,False,False,N/A,True,cat,Experienced,High,Medium,Medium,Adulto,8.2,Low,Playful,High,True,True,True,Medium,High,1
70,59,House,False,True,13-17,True,dog,Experienced,High,High,Small,Idoso,11.3,Medium,Playful,High,False,False,False,Medium,High,0
70,77,House,False,True,13-17,True,dog,Experienced,High,High,Small,Idoso,2.4,High,Independent,Medium,True,True,True,Medium,High,1
70,99,House,False,True,13-17,True,dog,Experienced,High,High,Small,Idoso,2.6,High,Territorial,High,False,True,False,High,High,1
70,15,House,False,True,13-17,True,dog,Experienced,High,High,Small,Idoso,1.2,High,Territorial,Low,True,True,True,High,High,1
70,126,House,False,True,13-17,True,dog,Experienced,High,High,Small,Idoso,12.2,Low,Playful,Low,False,True,False,Low,Low,0
71,159,Apartment,True,True,0-5,False,N/A,Experienced,Low,Low,Small,Adulto,0.4,High,Independent,High,True,False,False,High,Low,0
71,238,Apartment,True,True,0-5,False,N/A,Experienced,Low,Low,Small,Adulto,3.9,Low,Territorial,High,True,True,True,Low,High,1
71,249,Apartment,True,True,0-5,False,N/A,Experienced,Low,Low,Small,Adulto,11.0,High,Territorial,High,True,False,False,High,Low,0
71,287,Apartment,True,True,0-5,False,N/A,Experienced,Low,Low,Small,Adulto,0.9,High,Territorial,High,True,True,False,High,Low,0
71,224,Apartment,True,True,0-5,False,N/A,Experienced,Low,Low,Small,Adulto,11.0,High,Affectionate,Low,True,False,False,High,High,0
72,217,House,True,True,13-17,True,cat,Intermediate,Low,Low,Small,Idoso,1.7,High,Calm,High,False,False,False,Low,Low,0
72,19,House,True,True,13-17,True,cat,Intermediate,Low,Low,Small,Idoso,1.8,High,Territorial,High,True,True,True,Low,Low,1
72,104,House,True,True,13-17,True,cat,Intermediate,Low,Low,Small,Idoso,4.3,High,Territorial,High,True,True,True,High,Low,0
72,82,House,True,True,13-17,True,cat,Intermediate,Low,Low,Small,Idoso,12.3,Medium,Playful,Low,True,False,False,Medium,High,0
72,140,House,True,True,13-17,True,cat,Intermediate,Low,Low,Small,Idoso,2.7,Medium,Affectionate,High,False,True,True,Medium,High,0
73,70,Apartment,False,True,13-17,False,N/A,Beginner,High,Low,Small,Idoso,11.4,High,Calm,Low,True,False,False,Low,Low,0
73,15,Apartment,False,True,13-17,False,N/A,Beginner,High,Low,Small,Idoso,1.2,High,Territorial,Low,True,True,True,High,High,0
73,133,Apartment,False,True,13-17,False,N/A,Beginner,High,Low,Small,Idoso,3.4,Low,Calm,Low,False,True,True,Low,Low,0
73,143,Apartment,False,True,13-17,False,N/A,Beginner,High,Low,Small,Idoso,0.4,Medium,Affectionate,Medium,True,False,False,Low,Medium,1
73,282,Apartment,False,True,13-17,False,N/A,Beginner,High,Low,Small,Idoso,9.9,High,Playful,High,True,True,True,Medium,Medium,1
74,91,Apartment,False,True,13-17,False,N/A,Beginner,Medium,Medium,Medium,Idoso,7.1,Medium,Calm,High,True,True,False,Low,Medium,1
74,22,Apartment,False,True,13-17,False,N/A,Beginner,Medium,Medium,Medium,Idoso,9.6,High,Calm,Medium,True,False,True,Medium,High,1
74,249,Apartment,False,True,13-17,False,N/A,Beginner,Medium,Medium,Medium,Idoso,11.0,High,Territorial,High,True,False,False,High,Low,0
74,11,Apartment,False,True,13-17,False,N/A,Beginner,Medium,Medium,Medium,Idoso,7.0,High,Playful,Medium,False,True,True,High,High,0
74,29,Apartment,False,True,13-17,False,N/A,Beginner,Medium,Medium,Medium,Idoso,4.7,Medium,Playful,Low,True,True,True,Medium,Medium,1
75,43,House,False,False,N/A,False,N/A,Experienced,High,Medium,Medium,Filhote,2.7,Low,Affectionate,Medium,False,True,True,Low,Low,1
75,161,House,False,False,N/A,False,N/A,Experienced,High,Medium,Medium,Filhote,4.3,Medium,Affectionate,Low,True,False,True,Medium,Medium,1
75,153,House,False,False,N/A,False,N/A,Experienced,High,Medium,Medium,Filhote,13.3,High,Affectionate,Low,False,False,True,Medium,High,1
75,33,House,False,False,N/A,False,N/A,Experienced,High,Medium,Medium,Filhote,2.4,High,Territorial,Low,True,True,True,High,Low,1
75,209,House,False,False,N/A,False,N/A,Experienced,High,Medium,Medium,Filhote,6.0,High,Calm,Low,True,False,False,Low,Low,1
76,187,Apartment,True,False,N/A,True,cat,Beginner,Medium,Medium,Small,Adulto,8.1,Medium,Independent,Low,True,True,False,Medium,Medium,0
76,47,Apartment,True,False,N/A,True,cat,Beginner,Medium,Medium,Small,Adulto,11.4,Medium,Calm,Medium,True,True,False,Medium,Medium,1
76,204,Apartment,True,False,N/A,True,cat,Beginner,Medium,Medium,Small,Adulto,4.6,High,Independent,Low,False,True,False,Low,High,0
76,72,Apartment,True,False,N/A,True,cat,Beginner,Medium,Medium,Small,Adulto,9.4,Medium,Independent,Low,False,True,True,Medium,Low,0
76,121,Apartment,True,False,N/A,True,cat,Beginner,Medium,Medium,Small,Adulto,11.7,Low,Territorial,Medium,True,False,True,Low,Low,0
77,58,Apartment,False,True,0-5,False,N/A,Experienced,Medium,Low,Small,Idoso,8.2,Medium,Independent,High,True,True,False,Low,Low,0
77,293,Apartment,False,True,0-5,False,N/A,Experienced,Medium,Low,Small,Idoso,3.5,High,Affectionate,High,True,True,True,Medium,High,1
77,257,Apartment,False,True,0-5,False,N/A,Experienced,Medium,Low,Small,Idoso,9.6,Low,Territorial,Low,False,True,True,Low,Low,0
77,62,Apartment,False,True,0-5,False,N/A,Experienced,Medium,Low,Small,Idoso,11.7,High,Calm,High,True,True,False,Low,High,1
77,268,Apartment,False,True,0-5,False,N/A,Experienced,Medium,Low,Small,Idoso,0.4,Low,Independent,Medium,True,False,True,Medium,High,1
78,298,Apartment,False,False,N/A,True,cat,Beginner,Low,Low,Small,Idoso,2.1,Low,Territorial,Low,True,True,True,Low,High,1
78,269,Apartment,False,False,N/A,True,cat,Beginner,Low,Low,Small,Idoso,2.9,Medium,Playful,Low,False,False,False,Medium,High,0
78,129,Apartment,False,False,N/A,True,cat,Beginner,Low,Low,Small,Idoso,2.6,Low,Territorial,High,False,True,False,Medium,Low,0
78,255,Apartment,False,False,N/A,True,cat,Beginner,Low,Low,Small,Idoso,9.0,Low,Affectionate,Medium,True,True,False,Medium,Low,0
78,47,Apartment,False,False,N/A,True,cat,Beginner,Low,Low,Small,Idoso,11.4,Medium,Calm,Medium,True,True,False,Medium,Medium,0
79,122,Apartment,False,False,N/A,False,N/A,Beginner,High,High,Small,Filhote,3.6,High,Affectionate,High,False,False,True,Low,Low,1
79,63,Apartment,False,False,N/A,False,N/A,Beginner,High,High,Small,Filhote,2.9,Medium,Playful,High,True,False,True,Medium,High,1
79,161,Apartment,False,False,N/A,False,N/A,Beginner,High,High,Small,Filhote,4.3,Medium,Affectionate,Low,True,False,True,Medium,Medium,1
79,169,Apartment,False,False,N/A,False,N/A,Beginner,High,High,Small,Filhote,8.4,Medium,Playful,Low,False,True,True,Medium,High,1
79,300,Apartment,False,False,N/A,False,N/A,Beginner,High,High,Small,Filhote,9.7,High,Affectionate,Low,True,False,False,Medium,High,1
