id,name,species,age,size,type,breed,gender,location,energy_level,temperament,sociability,children_compatibility,dogs_compatibility,cats_compatibility,exercise_need,special_needs,vaccinated,neutered,trained,apartment_adaptability,description
152,Pet152,Dog,8.4,Small,Canine,Poodle,Female,"Rio de Janeiro, RJ",High,Territorial,Low,False,False,False,High,False,True,True,True,High,"Dog de porte small, temperamento independent."
153,Pet153,Cat,13.3,Small,Feline,Angorá,Male,"Rio de Janeiro, RJ",High,Affectionate,Low,False,False,True,Medium,False,True,False,False,High,"Cat de porte small, temperamento affectionate."
154,Pet154,Cat,8.9,Small,Feline,Maine Coon,Female,"São Paulo, SP",Low,Calm,Medium,True,True,False,Medium,False,False,True,True,High,"Cat de porte small, temperamento calm."
155,Pet155,Cat,11.9,Small,Feline,Angorá,Female,"Rio de Janeiro, RJ",High,Affectionate,Low,True,True,True,Medium,False,True,False,False,High,"Cat de porte small, temperamento calm."
156,Pet156,Dog,11.0,Small,Canine,Bulldog,Male,"São Paulo, SP",High,Playful,Medium,True,False,True,High,False,False,False,True,Medium,"Dog de porte small, temperamento calm."
157,Pet157,Cat,5.4,Small,Feline,Siamês,Male,"Belo Horizonte, MG",Medium,Independent,High,False,True,False,Low,False,True,True,True,Low,"Cat de porte small, temperamento territorial."
158,Pet158,Cat,9.8,Small,Feline,SRD,Female,"Rio de Janeiro, RJ",Low,Affectionate,Low,True,True,False,Low,False,True,True,True,Low,"Cat de porte small, temperamento playful."
159,Pet159,Dog,0.4,Large,Canine,Border Collie,Male,"Belo Horizonte, MG",High,Independent,High,True,False,False,High,False,True,True,False,Low,"Dog de porte large, temperamento calm."
160,Pet160,Cat,4.6,Small,Feline,Siamês,Male,"Curitiba, PR",Medium,Calm,Low,True,False,False,Medium,False,True,False,False,Medium,"Cat de porte small, temperamento playful."
161,Pet161,Dog,4.3,Large,Canine,Labrador,Male,"Belo Horizonte, MG",Medium,Affectionate,Low,True,False,True,Medium,False,True,True,True,Medium,"Dog de porte large, temperamento territorial."
162,Pet162,Cat,10.7,Small,Feline,SRD,Male,"São Paulo, SP",Medium,Calm,Medium,True,False,False,Low,False,True,False,False,Medium,"Cat de porte small, temperamento affectionate."
163,Pet163,Dog,7.7,Large,Canine,Vira-lata,Female,"São Paulo, SP",High,Independent,Low,True,True,False,High,False,True,True,False,High,"Dog de porte large, temperamento calm."
164,Pet164,Cat,10.3,Small,Feline,Siamês,Male,"Rio de Janeiro, RJ",High,Calm,Medium,True,False,True,Medium,False,True,True,True,Low,"Cat de porte small, temperamento calm."
165,Pet165,Dog,7.5,Medium,Canine,Border Collie,Female,"Rio de Janeiro, RJ",Medium,Independent,Low,False,False,False,Medium,False,False,True,False,High,"Dog de porte medium, temperamento calm."
166,Pet166,Cat,7.1,Small,Feline,Angorá,Female,"São Paulo, SP",High,Affectionate,High,True,True,False,Low,False,True,True,False,Low,"Cat de porte small, temperamento calm."
167,Pet167,Dog,6.8,Small,Canine,Bulldog,Male,"Rio de Janeiro, RJ",Low,Calm,High,False,False,False,Low,False,True,False,True,Low,"Dog de porte small, temperamento territorial."
168,Pet168,Cat,2.8,Small,Feline,Angorá,Male,"Belo Horizonte, MG",Low,Calm,Medium,False,False,True,Low,True,True,True,True,Medium,"Cat de porte small, temperamento territorial."
169,Pet169,Dog,8.4,Medium,Canine,Bulldog,Male,"Rio de Janeiro, RJ",Medium,Playful,Low,False,True,True,Medium,False,True,True,True,High,"Dog de porte medium, temperamento affectionate."
170,Pet170,Cat,7.6,Small,Feline,Siamês,Female,"Belo Horizonte, MG",Low,Calm,Low,False,True,False,Low,False,True,False,True,High,"Cat de porte small, temperamento calm."
171,Pet171,Dog,9.0,Large,Canine,Bulldog,Male,"São Paulo, SP",Low,Affectionate,High,False,True,True,Low,False,True,False,False,Medium,"Dog de porte large, temperamento affectionate."
172,Pet172,Cat,13.2,Small,Feline,Siamês,Male,"Rio de Janeiro, RJ",Low,Calm,Low,True,True,True,Low,False,True,True,False,Low,"Cat de porte small, temperamento calm."
173,Pet173,Dog,11.6,Large,Canine,Border Collie,Male,"Rio de Janeiro, RJ",Medium,Independent,Low,True,True,True,Medium,False,True,True,False,Low,"Dog de porte large, temperamento affectionate."
174,Pet174,Cat,1.6,Small,Feline,SRD,Male,"São Paulo, SP",High,Calm,Low,False,False,True,Low,False,True,True,False,High,"Cat de porte small, temperamento territorial."
175,Pet175,Cat,14.0,Small,Feline,Siamês,Female,"Rio de Janeiro, RJ",Low,Calm,Medium,True,False,True,Low,False,True,False,False,Medium,"Cat de porte small, temperamento affectionate."
176,Pet176,Dog,12.7,Medium,Canine,Poodle,Female,"Belo Horizonte, MG",Low,Playful,Low,True,False,False,Low,False,False,True,True,Medium,"Dog de porte medium, temperamento playful."
177,Pet177,Cat,8.9,Small,Feline,Angorá,Male,"Belo Horizonte, MG",Low,Independent,Medium,True,True,False,Low,False,True,True,True,Low,"Cat de porte small, temperamento calm."
178,Pet178,Cat,7.6,Small,Feline,Angorá,Male,"Rio de Janeiro, RJ",Low,Calm,Low,False,True,False,Medium,False,True,False,True,Medium,"Cat de porte small, temperamento independent."
179,Pet179,Dog,8.4,Small,Canine,Border Collie,Female,"São Paulo, SP",Low,Independent,High,True,True,True,Low,False,False,True,True,Medium,"Dog de porte small, temperamento calm."
180,Pet180,Dog,8.5,Small,Canine,Labrador,Female,"São Paulo, SP",Low,Independent,High,True,True,False,Low,False,True,True,True,High,"Dog de porte small, temperamento playful."
181,Pet181,Dog,13.5,Large,Canine,Poodle,Female,"São Paulo, SP",Medium,Independent,Medium,True,False,False,Medium,False,True,True,True,High,"Dog de porte large, temperamento territorial."
182,Pet182,Cat,5.5,Small,Feline,Persa,Male,"Rio de Janeiro, RJ",Low,Calm,High,False,True,False,Low,False,True,True,False,High,"Cat de porte small, temperamento playful."
183,Pet183,Dog,4.8,Medium,Canine,Labrador,Male,"Curitiba, PR",Low,Independent,Low,True,False,False,Low,False,True,True,True,Low,"Dog de porte medium, temperamento playful."
184,Pet184,Dog,11.1,Medium,Canine,Border Collie,Male,"São Paulo, SP",Medium,Affectionate,Medium,False,False,False,Medium,False,True,True,True,Medium,"Dog de porte medium, temperamento territorial."
185,Pet185,Dog,1.3,Small,Canine,Labrador,Female,"São Paulo, SP",Medium,Independent,Medium,False,True,True,Medium,False,True,True,False,Low,"Dog de porte small, temperamento independent."
186,Pet186,Cat,6.2,Small,Feline,Siamês,Female,"Rio de Janeiro, RJ",High,Calm,Low,True,False,True,Low,False,False,True,False,Medium,"Cat de porte small, temperamento playful."
187,Pet187,Dog,8.1,Small,Canine,Bulldog,Male,"São Paulo, SP",Medium,Independent,Low,True,True,False,Medium,False,True,True,True,Medium,"Dog de porte small, temperamento calm."
188,Pet188,Cat,11.1,Small,Feline,Maine Coon,Female,"Curitiba, PR",Low,Calm,High,True,True,False,Medium,False,True,True,False,Low,"Cat de porte small, temperamento independent."
189,Pet189,Dog,9.4,Small,Canine,Labrador,Female,"Belo Horizonte, MG",High,Territorial,Low,True,False,False,High,False,True,False,False,Low,"Dog de porte small, temperamento affectionate."
190,Pet190,Cat,12.7,Small,Feline,SRD,Male,"São Paulo, SP",Low,Affectionate,Low,False,True,True,Medium,False,True,True,False,Low,"Cat de porte small, temperamento playful."
191,Pet191,Cat,1.5,Small,Feline,Angorá,Female,"Curitiba, PR",Medium,Independent,High,True,False,False,Low,False,True,True,False,Low,"Cat de porte small, temperamento territorial."
192,Pet192,Dog,11.0,Small,Canine,Poodle,Female,"Belo Horizonte, MG",High,Independent,Medium,False,True,True,High,False,True,True,False,Medium,"Dog de porte small, temperamento calm."
193,Pet193,Cat,1.0,Small,Feline,Maine Coon,Female,"Curitiba, PR",Medium,Calm,Medium,False,True,True,Low,False,True,True,False,Low,"Cat de porte small, temperamento independent."
194,Pet194,Cat,10.3,Small,Feline,Angorá,Male,"Rio de Janeiro, RJ",Medium,Affectionate,Low,False,True,True,Medium,False,True,True,False,Low,"Cat de porte small, temperamento independent."
195,Pet195,Cat,2.7,Small,Feline,Siamês,Male,"Rio de Janeiro, RJ",Low,Calm,Medium,True,True,True,Low,False,True,True,False,High,"Cat de porte small, temperamento calm."
196,Pet196,Dog,8.4,Medium,Canine,Vira-lata,Female,"Curitiba, PR",Medium,Independent,Low,False,True,False,Medium,True,True,True,False,Low,"Dog de porte medium, temperamento playful."
197,Pet197,Dog,4.0,Large,Canine,Bulldog,Male,"São Paulo, SP",Low,Affectionate,Low,True,False,True,Low,False,True,True,False,High,"Dog de porte large, temperamento independent."
198,Pet198,Cat,6.6,Small,Feline,Siamês,Female,"Curitiba, PR",Medium,Territorial,High,True,True,True,Medium,False,True,True,False,High,"Cat de porte small, temperamento independent."
199,Pet199,Cat,6.9,Small,Feline,Persa,Female,"Curitiba, PR",High,Independent,Medium,False,False,False,Low,False,True,True,True,High,"Cat de porte small, temperamento affectionate."
200,Pet200,Cat,10.2,Small,Feline,Maine Coon,Female,"Curitiba, PR",High,Affectionate,Medium,True,True,False,Low,False,True,False,True,High,"Cat de porte small, temperamento affectionate."
201,Pet201,Cat,11.9,Small,Feline,Angorá,Male,"Curitiba, PR",High,Calm,Medium,True,True,False,Medium,False,True,True,True,Low,"Cat de porte small, temperamento playful."
202,Pet202,Cat,6.1,Small,Feline,Persa,Female,"Curitiba, PR",Low,Territorial,Medium,True,True,True,Medium,False,True,True,False,Low,"Cat de porte small, temperamento territorial."
203,Pet203,Dog,7.6,Large,Canine,Bulldog,Male,"Rio de Janeiro, RJ",Medium,Playful,Low,True,False,False,Medium,False,True,False,True,Low,"Dog de porte large, temperamento affectionate."
204,Pet204,Cat,4.6,Small,Feline,SRD,Male,"Belo Horizonte, MG",High,Independent,Low,False,True,False,Low,False,True,True,False,High,"Cat de porte small, temperamento affectionate."
205,Pet205,Cat,5.6,Small,Feline,SRD,Male,"Curitiba, PR",Medium,Calm,Medium,False,True,True,Medium,True,True,True,False,Medium,"Cat de porte small, temperamento playful."
206,Pet206,Dog,8.4,Medium,Canine,Vira-lata,Male,"São Paulo, SP",High,Independent,Medium,True,True,True,High,False,True,True,False,Medium,"Dog de porte medium, temperamento independent."
207,Pet207,Dog,0.6,Small,Canine,Vira-lata,Male,"Rio de Janeiro, RJ",Medium,Calm,High,True,True,False,Medium,False,True,True,False,High,"Dog de porte small, temperamento calm."
208,Pet208,Dog,9.3,Large,Canine,Labrador,Male,"São Paulo, SP",Low,Affectionate,Medium,True,True,True,Low,False,True,True,True,High,"Dog de porte large, temperamento calm."
209,Pet209,Cat,6.0,Small,Feline,SRD,Male,"Curitiba, PR",High,Calm,Low,True,False,False,Low,False,False,True,False,Low,"Cat de porte small, temperamento calm."
210,Pet210,Cat,4.8,Small,Feline,SRD,Male,"São Paulo, SP",Low,Calm,High,False,True,True,Medium,False,True,True,True,Low,"Cat de porte small, temperamento affectionate."
211,Pet211,Cat,1.0,Small,Feline,Siamês,Male,"Curitiba, PR",Medium,Independent,High,True,False,True,Medium,False,True,False,False,Low,"Cat de porte small, temperamento independent."
212,Pet212,Cat,12.3,Small,Feline,SRD,Female,"Curitiba, PR",Medium,Playful,Low,True,False,True,Medium,False,False,False,False,Low,"Cat de porte small, temperamento calm."
213,Pet213,Dog,1.1,Large,Canine,Vira-lata,Male,"Belo Horizonte, MG",High,Territorial,Medium,False,False,True,High,False,True,True,False,High,"Dog de porte large, temperamento playful."
214,Pet214,Cat,12.5,Small,Feline,Maine Coon,Male,"São Paulo, SP",Medium,Independent,High,True,False,False,Low,False,True,True,False,High,"Cat de porte small, temperamento independent."
215,Pet215,Dog,10.3,Medium,Canine,Bulldog,Female,"Belo Horizonte, MG",High,Playful,High,False,False,True,High,False,True,True,False,Low,"Dog de porte medium, temperamento calm."
216,Pet216,Cat,4.8,Small,Feline,Persa,Male,"Rio de Janeiro, RJ",Medium,Territorial,High,True,False,True,Low,False,True,True,False,Medium,"Cat de porte small, temperamento calm."
217,Pet217,Cat,1.7,Small,Feline,Maine Coon,Male,"São Paulo, SP",High,Calm,High,False,False,False,Low,False,True,True,True,Low,"Cat de porte small, temperamento playful."
218,Pet218,Cat,10.1,Small,Feline,Persa,Female,"São Paulo, SP",Medium,Calm,High,True,True,False,Medium,False,True,True,False,Low,"Cat de porte small, temperamento playful."
219,Pet219,Cat,1.8,Small,Feline,Angorá,Male,"Rio de Janeiro, RJ",Low,Calm,Medium,True,False,True,Medium,False,True,True,False,High,"Cat de porte small, temperamento territorial."
220,Pet220,Dog,9.3,Medium,Canine,Shih Tzu,Male,"Belo Horizonte, MG",Medium,Calm,High,False,True,True,Medium,False,False,False,False,High,"Dog de porte medium, temperamento territorial."
221,Pet221,Dog,1.7,Large,Canine,Border Collie,Female,"Belo Horizonte, MG",Low,Affectionate,High,False,False,True,Low,False,False,True,True,Medium,"Dog de porte large, temperamento territorial."
222,Pet222,Cat,10.1,Small,Feline,Angorá,Male,"Rio de Janeiro, RJ",High,Playful,High,False,False,False,Medium,False,True,False,True,High,"Cat de porte small, temperamento independent."
223,Pet223,Dog,6.9,Medium,Canine,Shih Tzu,Female,"Curitiba, PR",High,Affectionate,Low,True,True,True,High,False,True,False,True,Medium,"Dog de porte medium, temperamento independent."
224,Pet224,Dog,11.0,Small,Canine,Vira-lata,Male,"Curitiba, PR",High,Affectionate,Low,True,False,False,High,False,True,True,False,High,"Dog de porte small, temperamento independent."
225,Pet225,Dog,6.0,Medium,Canine,Border Collie,Female,"São Paulo, SP",Medium,Calm,High,True,False,False,Medium,False,True,False,False,High,"Dog de porte medium, temperamento independent."
226,Pet226,Dog,4.3,Large,Canine,Vira-lata,Male,"Rio de Janeiro, RJ",Low,Playful,High,True,True,True,Low,False,True,True,True,Medium,"Dog de porte large, temperamento affectionate."
227,Pet227,Dog,13.0,Small,Canine,Shih Tzu,Male,"Curitiba, PR",Low,Affectionate,High,True,True,False,Low,False,False,True,False,Low,"Dog de porte small, temperamento affectionate."
228,Pet228,Cat,3.3,Small,Feline,Siamês,Female,"Curitiba, PR",Low,Independent,Medium,True,False,True,Medium,False,True,False,True,High,"Cat de porte small, temperamento independent."
229,Pet229,Cat,13.4,Small,Feline,Persa,Female,"São Paulo, SP",Low,Affectionate,Medium,True,True,False,Low,False,True,False,False,Low,"Cat de porte small, temperamento independent."
230,Pet230,Dog,1.4,Medium,Canine,Labrador,Male,"São Paulo, SP",High,Calm,Low,False,False,False,High,False,True,True,False,High,"Dog de porte medium, temperamento affectionate."
231,Pet231,Dog,2.4,Large,Canine,Bulldog,Female,"São Paulo, SP",High,Calm,Low,True,False,False,High,False,True,True,True,High,"Dog de porte large, temperamento affectionate."
232,Pet232,Cat,5.6,Small,Feline,SRD,Male,"São Paulo, SP",Medium,Territorial,Low,False,True,False,Low,False,True,True,True,Medium,"Cat de porte small, temperamento affectionate."
233,Pet233,Cat,6.8,Small,Feline,Angorá,Male,"Rio de Janeiro, RJ",High,Affectionate,High,True,False,True,Low,False,False,False,False,Low,"Cat de porte small, temperamento territorial."
234,Pet234,Dog,0.4,Small,Canine,Shih Tzu,Female,"São Paulo, SP",Low,Independent,Low,False,False,True,Low,False,True,True,True,Low,"Dog de porte small, temperamento territorial."
235,Pet235,Cat,2.8,Small,Feline,Angorá,Male,"Belo Horizonte, MG",Low,Territorial,Low,True,True,True,Low,False,True,True,True,High,"Cat de porte small, temperamento playful."
236,Pet236,Dog,1.3,Medium,Canine,Vira-lata,Female,"Belo Horizonte, MG",High,Affectionate,Medium,True,True,False,High,False,True,True,False,Low,"Dog de porte medium, temperamento independent."
237,Pet237,Dog,10.4,Small,Canine,Bulldog,Female,"Curitiba, PR",High,Playful,High,False,False,True,High,False,True,True,True,High,"Dog de porte small, temperamento calm."
238,Pet238,Cat,3.9,Small,Feline,SRD,Male,"São Paulo, SP",Low,Territorial,High,True,True,True,Low,False,False,True,False,High,"Cat de porte small, temperamento affectionate."
239,Pet239,Dog,3.4,Medium,Canine,Shih Tzu,Female,"Rio de Janeiro, RJ",Medium,Affectionate,High,True,True,True,Medium,False,True,False,False,Low,"Dog de porte medium, temperamento territorial."
240,Pet240,Dog,2.8,Medium,Canine,Shih Tzu,Male,"Belo Horizonte, MG",Low,Independent,Low,True,True,True,Low,False,True,True,False,Medium,"Dog de porte medium, temperamento affectionate."
241,Pet241,Cat,0.8,Small,Feline,Persa,Male,"Curitiba, PR",Medium,Independent,High,True,True,False,Low,False,True,False,False,Medium,"Cat de porte small, temperamento playful."
242,Pet242,Cat,7.0,Small,Feline,Maine Coon,Male,"Rio de Janeiro, RJ",Medium,Affectionate,Low,True,True,True,Medium,False,True,True,False,High,"Cat de porte small, temperamento playful."
243,Pet243,Cat,6.9,Small,Feline,Maine Coon,Female,"Rio de Janeiro, RJ",Medium,Territorial,Low,True,True,True,Low,False,True,True,False,High,"Cat de porte small, temperamento playful."
244,Pet244,Dog,12.9,Small,Canine,Shih Tzu,Female,"São Paulo, SP",Medium,Independent,Low,True,False,True,Medium,False,True,True,True,High,"Dog de porte small, temperamento playful."
245,Pet245,Cat,12.9,Small,Feline,Angorá,Male,"Rio de Janeiro, RJ",Low,Affectionate,Medium,True,True,True,Medium,False,True,False,False,Low,"Cat de porte small, temperamento affectionate."
246,Pet246,Dog,10.6,Large,Canine,Labrador,Female,"Rio de Janeiro, RJ",High,Territorial,High,False,False,False,High,False,True,True,True,High,"Dog de porte large, temperamento affectionate."
247,Pet247,Dog,5.1,Medium,Canine,Border Collie,Male,"Belo Horizonte, MG",Medium,Playful,Medium,True,True,False,Medium,False,False,True,True,High,"Dog de porte medium, temperamento calm."
248,Pet248,Dog,5.4,Large,Canine,Vira-lata,Female,"Belo Horizonte, MG",Low,Independent,Low,True,False,True,Low,False,True,True,True,High,"Dog de porte large, temperamento affectionate."
249,Pet249,Dog,11.0,Medium,Canine,Bulldog,Male,"Curitiba, PR",High,Territorial,High,True,False,False,High,False,True,True,False,Low,"Dog de porte medium, temperamento playful."
250,Pet250,Cat,1.7,Small,Feline,Angorá,Female,"Curitiba, PR",High,Territorial,High,False,False,True,Low,False,True,True,True,High,"Cat de porte small, temperamento affectionate."
251,Pet251,Dog,3.3,Small,Canine,Labrador,Male,"Belo Horizonte, MG",Medium,Affectionate,High,False,True,False,Medium,True,True,True,False,Low,"Dog de porte small, temperamento playful."
252,Pet252,Cat,11.0,Small,Feline,Angorá,Male,"Rio de Janeiro, RJ",Low,Calm,Medium,True,True,True,Low,False,True,True,True,High,"Cat de porte small, temperamento playful."
253,Pet253,Dog,1.2,Large,Canine,Labrador,Female,"Curitiba, PR",High,Independent,Medium,True,False,True,High,False,True,True,False,High,"Dog de porte large, temperamento calm."
254,Pet254,Cat,11.3,Small,Feline,Persa,Female,"Belo Horizonte, MG",Medium,Affectionate,High,True,True,True,Low,False,True,False,False,Medium,"Cat de porte small, temperamento calm."
255,Pet255,Cat,9.0,Small,Feline,Siamês,Male,"Curitiba, PR",Low,Affectionate,Medium,True,True,False,Medium,False,True,True,False,Low,"Cat de porte small, temperamento territorial."
256,Pet256,Dog,5.1,Medium,Canine,Shih Tzu,Female,"Rio de Janeiro, RJ",Medium,Playful,Medium,False,True,True,Medium,False,True,False,False,Medium,"Dog de porte medium, temperamento playful."
257,Pet257,Dog,9.6,Small,Canine,Border Collie,Female,"São Paulo, SP",Low,Territorial,Low,False,True,True,Low,False,False,True,True,Low,"Dog de porte small, temperamento territorial."
258,Pet258,Cat,10.6,Small,Feline,Siamês,Male,"Belo Horizonte, MG",Medium,Affectionate,High,True,True,False,Low,False,True,True,False,Medium,"Cat de porte small, temperamento calm."
259,Pet259,Dog,5.5,Large,Canine,Labrador,Female,"Curitiba, PR",Low,Territorial,Medium,True,True,True,Low,False,True,True,False,Medium,"Dog de porte large, temperamento independent."
260,Pet260,Cat,6.5,Small,Feline,Angorá,Male,"Rio de Janeiro, RJ",Medium,Calm,High,True,True,True,Medium,False,True,False,True,Low,"Cat de porte small, temperamento playful."
261,Pet261,Cat,13.9,Small,Feline,Angorá,Female,"Belo Horizonte, MG",Medium,Independent,Medium,True,True,True,Low,False,True,False,False,High,"Cat de porte small, temperamento calm."
262,Pet262,Cat,3.9,Small,Feline,Persa,Female,"Curitiba, PR",High,Calm,Medium,True,False,False,Medium,False,True,True,True,Medium,"Cat de porte small, temperamento independent."
263,Pet263,Cat,10.9,Small,Feline,Maine Coon,Male,"Belo Horizonte, MG",High,Territorial,Medium,True,False,False,Medium,False,False,True,False,Medium,"Cat de porte small, temperamento calm."
264,Pet264,Dog,3.4,Small,Canine,Poodle,Female,"Curitiba, PR",Medium,Territorial,High,True,False,False,Medium,False,True,True,False,Low,"Dog de porte small, temperamento playful."
265,Pet265,Dog,3.5,Small,Canine,Poodle,Male,"Rio de Janeiro, RJ",High,Playful,Medium,True,True,False,High,False,True,True,False,Low,"Dog de porte small, temperamento calm."
266,Pet266,Cat,1.5,Small,Feline,Maine Coon,Female,"Rio de Janeiro, RJ",High,Playful,High,True,False,True,Low,False,True,True,False,Medium,"Cat de porte small, temperamento affectionate."
267,Pet267,Cat,7.8,Small,Feline,Siamês,Male,"Belo Horizonte, MG",High,Territorial,Medium,True,False,True,Medium,False,True,False,False,Medium,"Cat de porte small, temperamento affectionate."
268,Pet268,Cat,0.4,Small,Feline,Angorá,Male,"Curitiba, PR",Low,Independent,Medium,True,False,True,Medium,False,True,False,False,High,"Cat de porte small, temperamento playful."
269,Pet269,Dog,2.9,Large,Canine,Shih Tzu,Female,"Belo Horizonte, MG",Medium,Playful,Low,False,False,False,Medium,False,True,True,False,High,"Dog de porte large, temperamento independent."
270,Pet270,Cat,6.0,Small,Feline,SRD,Male,"Rio de Janeiro, RJ",High,Independent,Low,True,False,True,Medium,False,True,True,True,High,"Cat de porte small, temperamento calm."
271,Pet271,Dog,4.0,Small,Canine,Border Collie,Female,"São Paulo, SP",Medium,Playful,Low,True,True,True,Medium,False,True,False,False,Low,"Dog de porte small, temperamento independent."
272,Pet272,Dog,4.0,Small,Canine,Bulldog,Male,"Belo Horizonte, MG",Low,Playful,Low,False,True,True,Low,True,False,False,True,Medium,"Dog de porte small, temperamento playful."
273,Pet273,Dog,10.4,Small,Canine,Labrador,Male,"Belo Horizonte, MG",Medium,Affectionate,High,False,False,True,Medium,False,True,True,True,Medium,"Dog de porte small, temperamento independent."
274,Pet274,Dog,12.1,Medium,Canine,Vira-lata,Male,"Rio de Janeiro, RJ",Low,Affectionate,Medium,True,False,False,Low,False,True,False,False,High,"Dog de porte medium, temperamento affectionate."
275,Pet275,Dog,3.7,Medium,Canine,Bulldog,Male,"Curitiba, PR",Low,Calm,Low,True,True,True,Low,False,True,True,False,High,"Dog de porte medium, temperamento independent."
276,Pet276,Cat,0.6,Small,Feline,Maine Coon,Female,"Rio de Janeiro, RJ",High,Independent,Low,True,True,True,Low,False,True,True,True,High,"Cat de porte small, temperamento affectionate."
277,Pet277,Cat,1.2,Small,Feline,Siamês,Female,"Curitiba, PR",High,Independent,High,True,True,False,Low,False,True,True,False,High,"Cat de porte small, temperamento playful."
278,Pet278,Cat,9.3,Small,Feline,Angorá,Female,"Rio de Janeiro, RJ",High,Territorial,High,True,True,False,Low,False,True,True,False,Low,"Cat de porte small, temperamento calm."
279,Pet279,Dog,3.1,Small,Canine,Bulldog,Male,"São Paulo, SP",Low,Calm,High,True,True,True,Low,False,True,True,True,High,"Dog de porte small, temperamento calm."
280,Pet280,Dog,7.0,Small,Canine,Labrador,Female,"São Paulo, SP",High,Independent,High,False,False,False,High,False,True,True,False,High,"Dog de porte small, temperamento calm."
281,Pet281,Cat,13.5,Small,Feline,SRD,Male,"Rio de Janeiro, RJ",Low,Territorial,Medium,True,True,True,Low,False,True,False,False,Low,"Cat de porte small, temperamento territorial."
282,Pet282,Cat,9.9,Small,Feline,Maine Coon,Male,"Rio de Janeiro, RJ",High,Playful,High,True,True,True,Medium,False,True,True,True,Medium,"Cat de porte small, temperamento independent."
283,Pet283,Cat,11.6,Small,Feline,Persa,Male,"Rio de Janeiro, RJ",High,Affectionate,High,False,True,False,Medium,False,True,False,False,High,"Cat de porte small, temperamento calm."
284,Pet284,Dog,4.4,Medium,Canine,Vira-lata,Male,"Curitiba, PR",Low,Calm,High,False,False,True,Low,False,True,True,False,Low,"Dog de porte medium, temperamento playful."
285,Pet285,Cat,3.5,Small,Feline,Persa,Male,"Belo Horizonte, MG",Medium,Territorial,Low,False,False,False,Low,False,True,True,False,Low,"Cat de porte small, temperamento territorial."
286,Pet286,Cat,1.4,Small,Feline,SRD,Female,"Curitiba, PR",Low,Affectionate,Medium,False,True,False,Medium,False,True,False,False,High,"Cat de porte small, temperamento affectionate."
287,Pet287,Dog,0.9,Medium,Canine,Shih Tzu,Male,"Curitiba, PR",High,Territorial,High,True,True,False,High,False,True,True,False,Low,"Dog de porte medium, temperamento affectionate."
288,Pet288,Cat,2.1,Small,Feline,SRD,Female,"São Paulo, SP",Medium,Territorial,Medium,True,True,True,Low,False,True,True,True,Medium,"Cat de porte small, temperamento territorial."
289,Pet289,Dog,14.0,Large,Canine,Shih Tzu,Male,"Rio de Janeiro, RJ",High,Calm,Medium,False,True,False,High,True,True,True,True,Medium,"Dog de porte large, temperamento independent."
290,Pet290,Dog,13.8,Medium,Canine,Shih Tzu,Female,"Rio de Janeiro, RJ",Low,Affectionate,Low,False,True,False,Low,False,True,True,False,Low,"Dog de porte medium, temperamento territorial."
291,Pet291,Dog,5.0,Medium,Canine,Labrador,Female,"Belo Horizonte, MG",Low,Affectionate,Low,True,False,True,Low,False,True,True,False,Low,"Dog de porte medium, temperamento calm."
292,Pet292,Cat,3.8,Small,Feline,SRD,Female,"Rio de Janeiro, RJ",High,Territorial,Medium,True,False,True,Low,False,True,False,False,Low,"Cat de porte small, temperamento calm."
293,Pet293,Cat,3.5,Small,Feline,Maine Coon,Male,"Curitiba, PR",High,Affectionate,High,True,True,True,Medium,False,False,True,True,High,"Cat de porte small, temperamento independent."
294,Pet294,Cat,10.5,Small,Feline,SRD,Female,"Curitiba, PR",Medium,Independent,High,True,False,False,Medium,False,True,True,True,Low,"Cat de porte small, temperamento territorial."
295,Pet295,Cat,5.0,Small,Feline,Maine Coon,Male,"São Paulo, SP",Low,Affectionate,High,False,False,False,Low,False,True,True,False,High,"Cat de porte small, temperamento independent."
296,Pet296,Cat,3.1,Small,Feline,Siamês,Male,"Rio de Janeiro, RJ",High,Independent,High,False,True,True,Low,False,False,True,False,Low,"Cat de porte small, temperamento independent."
297,Pet297,Dog,13.3,Large,Canine,Labrador,Male,"Curitiba, PR",High,Playful,High,True,True,False,High,False,True,False,False,High,"Dog de porte large, temperamento independent."
298,Pet298,Dog,2.1,Small,Canine,Labrador,Female,"Rio de Janeiro, RJ",Low,Territorial,Low,True,True,True,Low,False,True,False,False,High,"Dog de porte small, temperamento independent."
299,Pet299,Dog,6.8,Medium,Canine,Vira-lata,Male,"Rio de Janeiro, RJ",Medium,Calm,Medium,False,True,True,Medium,False,True,False,False,Low,"Dog de porte medium, temperamento playful."
300,Pet300,Cat,9.7,Small,Feline,Maine Coon,Male,"Belo Horizonte, MG",High,Affectionate,Low,True,False,False,Medium,False,False,True,False,High,"Cat de porte small, temperamento calm."
